Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Cuba,CUB,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.91127561,25.29792279,25.89447379,25.46486952,25.09997525,25.10001416,25.20233684,24.80747949,23.2958682,22.67461575,21.65645468,21.656473,21.6564703,21.1647462,20.24987291,20.02060786,18.74191233,18.57443713,18.72773545,18.60079957,19.68823,19.26074022,18.6142912,18.89956706,18.66738343,18.41175375,18.22505568,17.99473183,17.6874861,17.8970032,17.7834685,17.30775139,17.1022757,
Curacao,CUW,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.62784252,12.161205,11.87342,11.10279408,10.81549278,8.873761872,7.211965471,5.812444455,4.664821753,5.404352108,4.838378656,5.254433049,5.186549977,4.82579333,4.738642407,4.260875488,4.385046533,4.231117373,3.929504343,3.795264005,3.828268262,2.912474427,3.105407009,4.430080577,3.995231071,3.64348114,2.527806703,2.165705157,2.410736339,2.73168468,2.853296414,2.373382236,2.374760718,
Czechia,CZE,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.729475778,8.497033787,8.216501337,7.412135889,7.111431472,6.704732587,6.254279141,5.984147438,5.633739357,5.297220006,4.972038369,4.661979733,4.371070404,4.097267595,3.838452695,3.603435207,3.381644177,3.174288722,3.116940337,3.096181426,2.989122794,3.050229245,3.030359576,2.748536694,2.925493822,2.901485404,2.802959381,2.802179265,2.663766241,2.610025524,2.54754634,2.676391428,2.744891378,
Germany,DEU,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.706083794,3.606351012,3.508834062,3.258039075,3.170177012,2.934780571,2.94220543,2.779926822,2.863906817,2.637525232,2.615991858,2.487096569,2.424627162,2.355155246,2.373414596,2.267958184,2.258528635,1.784492755,1.682380361,1.647158461,1.644380584,1.560605606,1.446238164,1.428272665,1.393993104,1.308278042,1.276622923,1.24953879,1.204148056,1.22072118,1.246156464,1.240231987,1.198706553,
Djibouti,DJI,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.777660651,2.74330155,2.737551856,2.708606848,2.687152386,2.667743706,2.620616978,2.573964777,2.496302279,2.43069541,2.36370858,2.281176211,2.203889686,2.136537617,2.077916065,2.003832632,1.934814902,1.860101434,1.799050988,1.742174629,1.670826959,1.606378305,1.546666324,1.48825804,1.429274595,1.371332168,1.324248715,1.277498474,1.234257646,1.240430218,1.224293241,1.177349629,1.148391056,
Dominica,DMA,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,DNK,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.445598889,5.284275829,5.14435387,5.04541795,4.394451297,3.877164063,3.736927039,3.706587435,3.321640156,3.668218854,3.548261508,3.212883438,3.294934794,3.271727037,3.182516323,3.088325317,2.963822894,2.705862388,2.759311375,2.543764557,2.394463424,2.637166387,2.593594539,2.480216753,2.491586728,2.334158461,2.110610219,2.191695624,2.22296164,2.114529931,2.044519264,2.117066859,2.021761948,
Dominican Republic,DOM,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.15195471,21.79018125,21.42359748,20.8968226,20.42517713,19.90251084,20.01430986,17.0924198,17.54439714,15.60233388,14.39266749,15.22064344,14.26451312,14.23600765,13.68290593,13.69087282,12.85388499,12.68070158,13.1279171,12.41708873,12.04023334,11.35926562,11.08167193,11.25944053,9.715296497,8.927000778,9.577104014,9.330043505,8.779135236,8.952883446,8.008818607,7.774452091,7.385725145,
Algeria,DZA,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.16249,24.00673228,23.91792663,23.82135642,23.62533058,23.41236426,23.16792467,22.74641525,22.52653116,22.27197278,21.71542243,21.72198677,21.72203233,21.34047962,19.56685698,17.97287682,16.3268617,14.82399128,13.32175462,11.99796299,10.77195601,10.76339845,10.75546238,9.745149809,8.834024789,8.535434501,10.16129402,10.01221398,9.721416944,9.88376563,9.843860822,9.535877786,9.336539825,
East Asia & Pacific (excluding high income),EAP,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.58285359,57.58658026,55.78765196,54.05235682,52.18597629,50.6953571,49.9803852,49.98363737,50.12505902,49.91498259,49.55309418,49.42684968,48.76061913,46.69555761,45.03577941,43.03357869,41.47601895,40.44552173,39.18881424,37.98420859,36.50588869,35.46653076,33.58781069,31.88107332,30.65879993,29.60778115,28.84404952,27.90568355,26.86276456,26.10838896,25.62208424,25.38341634,24.95381779,
Early-demographic dividend,EAR,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.42489701,52.2028094,51.81813046,51.58577734,51.17865378,50.66675768,50.16377261,49.77434325,49.46426275,49.02560065,48.30823142,47.596746,47.02411063,45.89978494,45.16364616,44.30871556,43.5536187,42.99853698,42.33676123,41.55504188,40.41475917,39.16655073,38.47548292,37.70070723,36.75738865,36.00681471,35.23982034,34.27776939,33.78533281,35.75671992,35.11005902,34.19299688,34.25443168,
East Asia & Pacific,EAS,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.95209295,52.0020476,50.37807808,48.80215303,47.12802571,45.78630674,45.13737733,45.26338487,45.4201595,45.21550295,44.90253967,44.80401085,44.22665724,42.36927629,40.86325708,39.0534468,37.65100999,36.72901873,35.65195827,34.56655983,33.21999099,32.28222063,30.55873053,28.99771325,27.87958216,26.90671569,26.19413336,25.3350923,24.37749425,23.6833966,23.26776076,23.0242558,22.62759365,
Europe & Central Asia (excluding high income),ECA,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.86131708,33.7329461,33.10008764,33.80320245,34.58672706,34.42608285,33.70292331,33.7105972,33.33440191,32.04574712,32.06972983,30.99115582,30.1728344,28.31484531,27.04089733,25.83517146,25.08870262,24.77735688,24.15860961,24.13319372,23.95442516,23.55790901,23.0469266,22.0039009,21.3989843,20.89798778,20.56773027,19.82013072,19.23721768,19.11521365,19.14256263,19.3441312,18.6415774,
Europe & Central Asia,ECS,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.63191217,15.5071885,15.22260692,15.34647162,15.35225126,15.08567125,14.81279976,14.54844021,14.86937596,14.29433266,13.71888232,13.09508111,12.71025611,11.81642123,11.48955702,10.97496462,10.44163191,10.06487963,9.894376682,9.924124916,9.847672219,9.699362556,9.474391159,9.100016647,8.863082834,8.620488143,8.338624411,8.066651826,7.82288482,7.773152604,7.708559808,7.157956172,6.921191207,
Ecuador,ECU,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.98692678,27.3597346,26.92881597,27.45397089,27.67980878,27.82716506,27.20836406,27.40108309,27.66136189,28.08360415,29.07500765,28.51954641,29.90170789,30.56544475,30.51499676,29.62036381,28.48733556,27.95476004,28.534627,27.87780268,27.90542795,27.98123249,26.6495986,25.2803602,26.19156142,26.94192802,27.69385453,28.82471041,29.74193916,31.81635118,32.27037074,31.5261961,29.99781661,
"Egypt, Arab Rep.",EGY,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.55007922,38.45592766,35.29163809,35.175733,33.99335096,31.29879899,31.3749199,29.80268353,28.69987603,29.63281581,28.54506039,27.52088954,29.86846366,31.83496475,30.93910175,31.23259478,31.75722728,31.69212522,29.95798367,28.27635391,29.23910785,27.07135274,27.95879286,27.5477604,25.81508069,25.5738265,25.06179093,21.68119815,21.15802735,20.37912893,19.28916891,18.9342371,18.69394598,
Euro area,EMU,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.609260782,7.308228285,7.007101325,6.809572925,6.513651155,6.309592251,6.197344826,5.914942009,5.662668896,5.371904217,5.227074095,5.074394596,5.003443706,4.672057231,4.582504171,4.437794299,4.207233412,3.758353621,3.79130003,3.771699514,3.640074804,3.58309158,3.494876087,3.409159389,3.30975124,3.250281877,3.14162451,3.040268269,2.98421052,2.93555498,2.962877718,2.848000279,2.764298073,
Eritrea,ERI,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.42014357,69.48448786,68.89274158,68.09964789,68.08579445,67.62105872,66.96633447,66.81482544,66.7124552,66.82555681,65.86415525,65.52191469,65.93435865,65.81937555,65.58650365,65.52227512,65.21492653,66.23556754,65.62854089,65.41947636,64.24953383,63.81409066,64.84961772,62.55211629,64.20474159,63.04079651,64.04094773,62.35807393,61.67625434,61.89145594,61.77581757,61.27113706,60.86264045,
Spain,ESP,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.66684016,9.716663548,9.782839183,9.49024306,8.986793482,8.359538618,8.042837851,7.697903032,7.208628216,6.688261328,6.555922882,6.002693419,5.704894514,5.485443565,5.299407402,4.805233786,4.516013424,4.045788214,4.124417,4.197786546,4.100272022,4.216026916,4.297914003,4.242703242,4.123886516,4.222913253,4.353612706,4.204098606,4.030531165,3.985251163,4.059540773,3.799815932,3.622364438,
Estonia,EST,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.25364362,18.08508937,15.9965882,14.15670858,10.1832187,9.720674465,9.68676876,9.300143708,8.575407446,6.362001676,6.344460938,6.596521001,6.235577765,5.062298381,5.193257389,5.063968747,4.776477657,3.901565003,4.054426155,4.216992444,4.412398975,4.493346681,4.262016629,3.858263941,4.031562385,3.899798927,3.625912375,3.432038382,3.340087783,3.082246432,2.684173375,2.603676066,2.600352874,
Ethiopia,ETH,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.49349445,77.9229719,77.35601549,77.2254501,76.9314505,76.20883182,76.11083138,76.59437249,76.35541365,76.64137382,76.66268554,77.36643022,78.42522196,77.95272501,78.12076491,77.34958692,76.46668603,75.61996605,74.91663771,73.78996427,72.79203139,72.04002766,71.03363816,70.03559157,68.96673588,67.99006185,66.9130682,66.0984709,65.05289424,64.39143074,63.46600489,63.0735604,62.36967923,
European Union,EUU,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.81919895,10.50114293,10.21276404,9.967065129,9.695585325,9.375998023,9.297670013,9.032448214,8.779435005,8.47759416,8.221431319,7.718279638,7.53781102,6.968224165,6.82133716,6.46958096,6.140586892,5.68225396,5.613645125,5.706350956,5.507417854,5.470837659,5.325678837,5.180079916,5.00171881,4.751346567,4.625900277,4.449459762,4.306253285,4.279546088,4.103157696,3.956485123,3.793414159,
Fragile and conflict affected situations,FCS,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.88057588,55.11311747,55.07007686,55.30123886,55.52875718,55.24137544,54.87410815,54.80507789,54.65555864,54.51500763,54.06293132,53.92883115,53.52044971,52.71025378,52.14891861,51.36706013,50.77252848,50.09978144,49.59984188,48.87615407,48.26036232,47.69038311,47.12018919,46.47594465,46.10020857,45.95174225,45.84799381,45.51955856,45.45033804,45.23815509,44.86355724,45.56763846,45.36268698,
Finland,FIN,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.890773602,9.024597784,8.905125933,8.734077879,7.757700941,7.893106749,7.778028759,7.113551081,6.380667611,6.208064142,5.837041877,5.526989747,5.276519741,5.009038262,4.825074291,4.670055932,4.536961217,4.520778447,4.626857437,4.439421933,4.230618477,4.159665774,4.132272275,4.255833349,4.223625591,3.864635942,3.762985394,3.711875375,3.778318972,3.655229541,4.108225381,3.759700526,3.607367292,
Fiji,FJI,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.74347663,16.42756894,16.21548079,16.04427521,15.82896697,15.8022452,16.68377176,17.39265744,18.89033758,20.18802237,21.49935263,22.90417893,24.47525145,25.17293813,28.2456657,28.57338054,29.22814361,29.53491112,29.89431607,30.1801296,30.38105665,30.62627582,30.73097827,30.4578304,30.45337848,30.6053159,29.9663441,29.44255694,29.15907207,29.45471454,29.22296637,28.59858668,28.09209919,
France,FRA,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.636333246,5.50367528,5.456769363,5.186971998,4.890159392,4.823147051,4.637168222,4.410662036,4.242856745,4.142897289,4.070146969,4.131290287,4.254040494,3.873717533,3.595518458,3.674090684,3.42680713,2.759540951,2.949193265,2.916289923,2.929354258,2.935201319,3.074685199,2.845330378,2.744926597,2.871900245,2.605671397,2.496650192,2.515294448,2.350046743,2.514618012,2.587489947,2.505409416,
Faroe Islands,FRO,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.98160298,43.97087432,43.51522203,42.95938529,42.30709673,41.73333886,41.0050722,40.427303,40.68031861,40.47332437,39.98160689,39.65153743,39.1404449,38.73709652,38.19263062,38.04847404,37.27733694,37.17257074,36.81915552,35.9754244,35.13046311,34.40839085,33.64618891,32.95736432,32.2725042,31.68876089,31.19834264,30.66185724,30.00003412,30.17283398,29.98215286,29.39324734,29.18828298,
United Kingdom,GBR,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.168082537,2.111417837,2.047454731,2.078798159,2.053645565,1.948527842,1.854229131,1.718115922,1.553987429,1.534551099,1.39233421,1.385812119,1.248915852,1.27650106,1.376031279,1.351469333,1.365215023,1.08043538,1.10914817,1.215925813,1.220280467,1.188859947,1.058842621,1.25624364,1.136195559,1.121066904,1.163074598,1.070067053,1.044324424,1.037114494,1.024298334,1.004151014,0.986473796,
Georgia,GEO,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.60621915,47.0596264,47.55683422,47.76450563,47.84727013,48.0590539,48.11277667,48.55392817,52.25326465,52.16942482,52.78723513,53.77339581,54.89328436,54.00068984,54.33701795,55.30816746,53.42993504,51.3447982,49.34876398,48.08713711,48.62086094,47.12858698,47.32598143,46.05983942,44.04818629,43.81419257,43.12724881,38.89952452,38.1471331,41.05478317,41.02739996,40.2747518,39.91540512,
Ghana,GHA,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.43607628,62.35552854,61.27006668,60.34237388,59.34596952,58.34784068,57.11079135,56.07828702,54.94506415,53.12669524,53.56349632,53.92443626,54.22469134,54.527146,54.62901606,54.89645284,51.83744326,48.59960545,45.3946743,41.99544495,42.83668677,44.18978306,45.37949533,40.43255398,35.17758883,38.67026933,42.01842192,40.62375583,39.23513649,38.52714153,37.70914659,35.75989291,35.36956954,
Gibraltar,GIB,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.19820329,74.0351593,73.83561891,73.65470005,73.41873121,73.14780617,72.75618134,72.37892358,72.02192005,71.66931918,71.09514791,70.45043304,70.0581952,69.67288556,69.21339152,68.94001091,68.09414155,67.54011254,67.51064912,66.88244042,66.13500623,65.3586669,64.76178363,64.18602839,63.56899964,62.29085401,61.06735892,60.17905042,59.39078069,59.56611494,59.32432847,58.75270845,58.23698895,
"Gambia, The",GMB,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.05661046,45.83862425,45.59677396,45.45377841,45.24175033,44.91967355,44.37847106,43.88473954,43.09878943,42.30855765,41.40439439,41.44258808,40.43611513,39.42910622,39.3802814,39.15341806,38.56494346,37.66850597,36.7445418,35.90111469,36.40273619,35.62071358,35.06822011,34.93722412,34.26018087,33.9258486,33.24772736,32.2418743,31.29622681,31.28153257,31.02076883,30.31589403,29.06754012,
Guinea-Bissau,GNB,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.915514,62.82688232,62.73876678,62.56004742,62.25535343,61.49555803,60.86226667,62.24945998,62.03253233,61.31019926,60.86302254,60.90754638,60.71029943,60.23381538,59.60703249,59.17314134,58.6574175,58.1882387,57.61995592,56.94234006,55.83033605,55.95755286,55.4001076,55.12095236,54.26420399,53.32270862,52.44638786,51.87904955,51.10962546,51.24346238,51.13044432,50.51716754,49.95810751,
Equatorial Guinea,GNQ,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.64347913,66.1947752,65.92967501,65.46372465,64.94647475,63.96030999,62.37729131,61.64776256,60.78398084,60.02008582,58.51567024,57.65246529,56.94126882,55.67020783,54.8080474,54.45874884,53.64859902,52.74706394,52.85425859,53.54288692,53.28627145,52.89706003,53.43977231,53.64782063,54.39410806,55.10578312,55.67568861,55.40002628,55.75671012,56.12302548,56.10111922,55.65035462,55.87481793,
Greece,GRC,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.91890519,19.64016401,19.34710457,19.38426807,19.38828839,19.85021961,19.57481605,17.40424219,17.37151331,16.75401802,15.32495552,14.53848244,14.19171848,11.48244619,11.33903713,11.01331604,10.6128119,10.62013688,11.08648489,11.87422679,11.75103972,12.3426257,13.15335708,13.09400007,12.50070337,11.9289357,11.67256546,11.85300299,11.15073404,10.28792203,11.35772634,11.15626653,11.47569635,
Grenada,GRD,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,GRL,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.59984736,32.50128196,33.32350139,34.13001073,35.03902293,35.84970453,36.70583015,37.55574708,38.67309321,39.7694616,39.98001627,40.21830432,33.52107402,36.15968361,34.66035892,33.23149661,33.50047327,33.56268032,33.45302344,33.50013695,37.56665047,32.25690956,30.88096779,31.53355995,31.87573376,29.3773883,31.77956143,32.91626947,31.08464739,30.43287546,29.17459365,27.14157211,26.66459821,
Guam,GUM,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.645359109,0.6351098,0.625302743,0.612007862,0.598820146,0.583637465,0.567547035,0.550373675,0.532152828,0.5134047,0.488284297,0.463841114,0.441766441,0.419085935,0.398490886,0.382561099,0.364741641,0.34791483,0.33187329,0.317169959,0.306225053,0.296775934,0.286320412,0.276874583,0.269298555,0.261347049,0.25394522,0.246667881,0.241123551,0.240451174,0.239138529,0.23786146,0.233049105,
Guyana,GUY,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.53137601,34.23184581,33.50883554,32.11233934,31.10688836,29.646825,28.28282021,27.81570035,26.12305183,24.99815829,23.41735403,22.17741266,21.8326644,21.60712098,22.32114996,23.72615427,22.77764678,22.46981064,22.03508521,21.42584356,20.44564591,19.76278466,18.97389817,18.95816048,18.93471048,18.58174449,18.32687146,15.91458806,15.29792242,12.06889496,12.5052035,11.90582102,11.28750688,
High income,HIC,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.072212887,7.816663195,7.537672982,7.374962698,7.208495157,7.00921053,6.829013094,6.667749637,6.913771422,6.657689292,6.184979761,5.863931867,5.651188827,5.301328457,5.202182344,4.998492145,4.727406815,4.532871667,4.472060571,4.439825278,4.316440823,4.219580117,4.067382895,3.971236267,3.899572363,3.775333405,3.601221065,3.508066063,3.445752846,3.460488886,3.330846175,3.261868354,3.158869227,
"Hong Kong SAR, China",HKG,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.790029442,0.683505998,0.657922006,0.650158505,0.591556069,0.42336043,0.354061592,0.319931628,0.31729788,0.313283793,0.235152089,0.303817106,0.236314081,0.284204264,0.28674321,0.265242663,0.204570382,0.264359393,0.26478235,0.254320976,0.245782099,0.243803089,0.238967388,0.234145313,0.230765192,0.22723233,0.224104102,0.221057414,0.219642411,0.21776377,0.215527589,0.211179389,0.210493448,
Honduras,HND,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.04377446,38.22515748,37.95586676,37.21077947,37.25077204,38.29206303,36.99970177,34.58604222,35.06314791,36.18484218,36.93905912,38.83106887,37.35748974,34.92441916,33.10900746,35.62278994,33.99240644,34.26707482,35.49527839,36.45164521,35.30312901,37.00499152,34.51665072,28.83367218,28.72205233,27.35423419,31.98480709,30.95575928,31.13846133,25.2128637,25.6597278,25.21302524,22.55924252,
Heavily indebted poor countries (HIPC),HPC,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.1196607,71.17866599,70.98943712,70.85974188,70.62324132,70.28280815,69.99761761,69.75293669,69.45599102,69.31708186,69.16745532,68.8885932,68.40952266,67.78631312,67.28490755,66.51561187,65.65812685,64.68541878,63.85983625,62.88068646,62.15455453,61.34085804,60.71208325,59.29687279,58.29015886,57.85029351,57.28263563,56.48492212,55.68021928,55.93812101,55.89163244,55.35022004,55.4487609,
Croatia,HRV,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.82135288,22.48083099,21.84997194,21.2149036,20.6042529,19.89008014,17.77139458,17.31619452,16.91270271,16.45408348,15.97228,15.55075307,16.86526739,16.96520202,17.30003741,14.24228777,12.35412683,12.81687247,13.32425884,14.25429872,14.58832155,12.2534588,10.78624037,9.518781637,9.227663834,7.602448927,6.979477517,6.241044915,6.194010166,6.466018517,6.803430597,5.894350559,4.676279371,
Haiti,HTI,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.78961797,54.72052033,54.56791438,54.50807476,54.08395248,53.6564785,53.21639846,52.91201761,52.58524844,52.05866185,51.5794605,50.99824917,50.42629518,50.19538884,50.14054254,50.00187839,49.76832684,49.56377854,49.20191506,48.98213365,48.66834212,48.33506123,47.6744072,47.37581369,46.92313349,46.47392377,46.07365273,45.73636174,45.38266112,45.51605098,45.40291815,44.87592042,44.67761528,
Hungary,HUN,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.84504921,11.28138817,9.132725607,8.733891595,8.022729952,8.219309201,7.811548788,7.34180903,6.953903668,6.462472042,6.186947717,6.117814848,5.381498846,5.260594509,4.866377795,4.763685447,4.586407109,4.314579767,4.609022052,4.540573891,4.885835154,5.063669826,4.777316192,4.675257288,4.90014615,5.039770806,5.03667355,4.848225479,4.722246953,4.756928422,4.392731082,4.362574215,4.431439674,
IBRD only,IBD,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.01257425,49.45553683,48.34652413,47.39095546,46.38641247,45.46123589,44.98311097,44.79430811,44.88634886,44.53717616,44.09111791,43.70834491,43.07736043,41.56635142,40.32836301,38.85178922,37.59918604,36.72852735,35.81816973,34.86722462,33.57177494,32.42267931,31.1922031,29.97222213,29.0809078,28.33260187,27.70264268,26.90793757,26.1882629,27.08625717,26.69229762,26.26463186,26.22572043,
